band_id,bucket_hash,notice_id
0,966e30a5f7d9bee1d3fc0f5ea2648f20676b2fe5,N000009
1,5a3fcf9351c1675d52f3d2dcaf4c33c2949288fc,N000009
2,45d4eb1f6b398a0f9221c71786b4bff8a1384359,N000009
3,8fa5bb34b09af43d8966b53baa1a246162cd6378,N000009
4,2442ed38b2f24610dfb85f1ee00d110abf4c480c,N000009
5,d43a8953b935151d8f102d11e344adaa2b2962a1,N000009
6,144e21faead6597f235aa53f0bc214d0a3cf933d,N000009
7,ba01a2d70291ec17e20db0259885ccac8b124c73,N000009
8,065afb36e035eaa9381e721b16f16725d03b0207,N000009
9,4437b5e8710bfad926dde15367c918d6a6ad1b61,N000009
10,c3b46d0efc8ba65c90076f50174d5be6b340eed5,N000009
11,52432cc43bdefd9316d446960b6e50d576839d37,N000009
12,1112fdbf61d937fac299c1d81d4fbe66d4a796dc,N000009
13,2ca1865f537030cb106177a89dd7905638463f44,N000009
14,64f11ab0684e50b187e82eb0bda57202036707f7,N000009
15,52912bb8abfa8e4e9f7c72426f1c896cbcce3865,N000009
16,c43a148d031a04db2fb9725b86789f1dfa668dfa,N000009
17,184d6733a741710ae77533bb1eb980f656ed4e56,N000009
18,be62b01bd8e93ee170cf1f28dcfcf5a220822d8b,N000009
19,1f17f57f3a4479e604631d5e40e54150de6c70f9,N000009
20,f6f8c06a1205f8881ce249ce155bd80d526f77bd,N000009
21,da3e228a55859b733bea2322d214a27e7a7b2691,N000009
22,48dfbbe14a13275f7f7b1f3889cee479f8e1c557,N000009
23,4a2480a0924dcd83dcf158ae23cbda04afac8c27,N000009
24,b846eea43758edd66e3d489a2e7c67c54df07471,N000009
25,3c5a5342debf9f43720a3470d8d29e8cc7b4b583,N000009
26,f00340ededb104cd8437944fe9197a00f649316e,N000009
27,123b81cc3982357ab49209f317aa62e5c59cad58,N000009
28,e1bcb1d3d42992a2d653206e6fc647e260d23e1f,N000009
29,dbf47623051cbdc49a9ddfcc6518b239624b488d,N000009
30,20e9550650d3bc6fcc372d4cd5a0b12206476e41,N000009
31,7ac4f3703daaf44169d5a4b9c0a8679a15e5be31,N000009
0,bd07a59d3e5735f7fa257ff076eb6f5a63c23e34,N000017
1,b5029137cc45793c509b9474ab83e8202eac1b6f,N000017
2,363caf8ea3aac60bd5c35b9ea9c05cbf54d9fcdd,N000017
3,3a565ba27c609b81c96dc1d4b9c54f6af867c8f0,N000017
4,e4903f2be5b22e449188c680bc5fa279d0ae6206,N000017
5,7452c6a28471adbdb48089c19024837c0c1f715a,N000017
6,9f704fbfa832c25e4192ff78c0e4d8b8501b8f1e,N000017
7,9f83b789ac6a70ab2e54c3cbebcff7bde70cffe0,N000017
8,96d10393966bea3db93ef635501a9ce28c4fa448,N000017
9,17f54a7d86cace5aaf21d0c60d917d239dbc620e,N000017
10,500953bf30872e38c0f485a1fb1354a153e0229c,N000017
11,b7d8c76c1282aec00b44c3e4c68f242506aed892,N000017
12,cda9f96c6c5121a4d3e867319799ae676ec66106,N000017
13,959bb508bf988829a4aeeb2c3a6f91d0a5458959,N000017
14,d82f7b23808021aab0593a54019f03042b44935a,N000017
15,29b54c47d9bc2dc32156c0817b4fea3cbe9a06a3,N000017
16,70961f0d7a086ba4e682f7a5a50a76d587305599,N000017
17,9bd57433c1da9c1187d48f1fb3ce7ce0904fddff,N000017
18,322928d322a6f0f51ab291f504d78e89f63c886c,N000017
19,08ff30ed9301ffdaa2778b140a18abedacd210a8,N000017
20,ef56a189c7909ae7add29c3958aaafd950805d9b,N000017
21,9359839f1645e7e6ffb14fb466f08098d94e8e05,N000017
22,e4e2c74efd7b91d703bdadfcf50b84ca307e5414,N000017
23,f82c3c33fa65b2e94239264f2a85e486771b6b2f,N000017
24,00a0faceda1f4ba77ec26b783ac7505d1309419b,N000017
25,ff2b281ba4e4224cfd6a7b90ff57608251dee97a,N000017
26,822b10940ea227a405ca6a8f2e4e0a43cea7d479,N000017
27,db8ba5d6c4e397ff473bae45a84360391840cfdf,N000017
28,920cd8feae94c2834b8a09e110e5156969941be1,N000017
29,adb770d1554fd8ca5e4c548087647d0f3abf6f57,N000017
30,21c012fa6fd609d475c28e09d3b4a7d60783077c,N000017
31,55dcb1ae69c0d4c47f12d19c053f4ad79add8492,N000017
0,5cb42db2d2276d8d9f39b0d3026555c722526c4a,N000025
1,6312492349afe1ae5b36e9b81b2ba69eca43dfef,N000025
2,98d4ed10663b9f3486c5ae7e95fab4945f5bf98a,N000025
3,ed03234574a5330b5524a907fae80f8d3b0577c8,N000025
4,011f019ea89ff376c51d1dddaedf756fc36c2134,N000025
5,1c96fda622d6ea8831dc1fa0ec67badbce95fad6,N000025
6,1fa7be2520c9f18792c42a565c62b69aaaa109bb,N000025
7,5c24c7b16e31cf46161b796ac22db048c85cec02,N000025
8,39d60bccbd5e57594c1b34c9474be592783dad1a,N000025
9,2e8fee22c27965d489dedf30b773aaed6943ea24,N000025
10,523cb0d3ad27df74cb87149a52733e58555f0e45,N000025
11,0bd7246ab20cd7bcf947201987f5037f17f7d546,N000025
12,75145c245e998fc4213c7d0e90fd56bfeb4839eb,N000025
13,341ad5fcfc7ee47a3e71770b86f3afb4390174f2,N000025
14,4835f20f70dc7df6b3cd9d17b1b98e50a3fa910c,N000025
15,4e7ca12ad4bb50e00a79a90f987a4504c60747cb,N000025
16,9faf043de5e295072586c84be3bd896037e41b3e,N000025
17,930b29ba84dac5926b81699c09685256107bd729,N000025
18,5c87d0836d10a1d9ba830e276e35fbe602230ebe,N000025
19,29d5db28b446c8ac2eb2889420bfa9fb13f71013,N000025
20,79b04dcca0e9d43515befa3ffaee1252102281e7,N000025
21,dec34e0d6afd7a9fa8073b8d23d933c3ac426efa,N000025
22,4d817f3a016b96c4d9b6178f1a1f47a23b4b099a,N000025
23,5042fe33b6cfc40dc1559dc2c1183f60adecca30,N000025
24,df8796af4ca7a90f722234da51b75e3928232b52,N000025
25,c73afe41d476c4740f672379bfc646fafc17ad86,N000025
26,e615d20530c78598c0c2a84a43017ddfbb014ba3,N000025
27,1e23af7784f237f7fb105426b09b2c16b159ae75,N000025
28,77077d9faf16caa4b4ba63d0d1b664ca4bbd2b02,N000025
29,9c77a2ff5379a9833bfa58c7aea602738e6485b0,N000025
30,4f74e4041eaf7e0fc7f0b487853e2e985655b583,N000025
31,7a4f6c578e1a7092db1a683c0f7b12a89e909001,N000025
0,feb7bcc7ccf113cdf6fc449332969b4a2f55b59e,N000033
1,52ec97cf27e6ab69f0b3475f8dc5ed9775fe49a0,N000033
2,13a2a107739391416d9f586d012098eb8533b4b2,N000033
3,cd96d762d449064c17ac6b7faffbc45dc26de80b,N000033
4,f6720cb78da1a192015a401041be400e06ed7f34,N000033
5,dc75cdce051e37b176a0a5de1343666bc0b57d39,N000033
6,5f5bf49a77f68baa33430cec4fc3885c75330171,N000033
7,dd60f02613fc84953920d11b4bd5933c7398bac2,N000033
8,fee4118c5581c658210f453d41190611fcb35661,N000033
9,4ca1d5fef89d0c54991f72b86af0ff96eff868a5,N000033
10,eaf8f7ce0f719035cb36fbcb73ca642eee287177,N000033
11,9f3494866768a4397d745836bc26df455a938e87,N000033
12,2ac637e2f326d468b5d64c87c44ba7614740dcb9,N000033
13,19e12d9a359fd96a6f7ecdc4a1d0d14cbccfcf3d,N000033
14,f54f86396fac9805b3f26999fdf7bb426610af63,N000033
15,2f4f181807079da9b6c8ea025fdcbe114fec34cc,N000033
16,bb29423015d3df0562423d99f1f2e4adeafbc07a,N000033
17,7beecdb7a8e53c15876a1fdde4db4e29a39bca2f,N000033
18,f7911b8fe22ac657e87637d75bb9632231296f96,N000033
19,95b7e6e9dcae4a0f62d55c52838fa911a7a55dcb,N000033
20,dae82769ea5c29f94abc5acf658b4ae1cf32b163,N000033
21,7cfb079b5d4600d77224a1e9db2615f2f19c9232,N000033
22,a873d9f5fd30595d2a8269f8b82d16518550d251,N000033
23,50d850662089849b4a0a293c2a034cb966552096,N000033
24,c0569638591362e14e1f9dc46304f0dd0bb9fe10,N000033
25,898aaf8dad45b80461658498555f70023a1f967a,N000033
26,d488db7c171be20e5e3675638dd015efc5ab2118,N000033
27,2d4f866894a490082d84a251ce7825c2069ddd79,N000033
28,3e95b38537101ad13320307731b226b251f0a9b9,N000033
29,bb791ea6b88828f9b7b7a9df9be51a4366c9be5b,N000033
30,6b7282ef03b949ebaa2acfb28716a2286e4156d2,N000033
31,0f014549673051db018c003f4b54e620089ae67e,N000033
0,2610442cf56a4ac85a2f7dc43a49f4888a4977a0,N000041
1,0ac8763faf81f0b6673f1ed528c2f9bb20eac1ea,N000041
2,e85a38c76c739cdb71c65d678666489416ad90e2,N000041
3,f08ac7cca4fc992be02aaab68dfaa9c6978f0d4d,N000041
4,604e1882c2454ffd949713ff3196c5f30f0c3f37,N000041
5,7483f3c66d3b3dbcd161e994fc5a52695eb0f23a,N000041
6,c18502b791ff53f07e726426f5707dc95d90b53a,N000041
7,d45ca093a234061e0354e1f56ebfc7dce9c8d84a,N000041
8,48be1a43777023783f0217a6b3f18d2e34a8576e,N000041
9,3adab48cea6a175e259f7275c50dc8465116ad09,N000041
10,deaa01cedf83bc7ae1caf47cc0ce9769c295bfb9,N000041
11,7dce290513b2e805de62ce9dd9da1442d9df24d3,N000041
12,57c6ea47d7b386e63ff8ed419346015396576efc,N000041
13,ec181b41828345b8e3681bce25b2a8faf1e00817,N000041
14,be15a81c83c98a6e7088ef92a0d38c00f4f4715c,N000041
15,c19e70c6a44e3de495917283131aabcab54a84f5,N000041
16,c4960ba79696ed42fdc1b8d6b5c55e778ac050e2,N000041
17,e8a2f8acccbc2d593a5e3dd127e648ab3abccff5,N000041
18,595150b637cef645e2785a7b277deba44c6cda65,N000041
19,8855f2973912269dded589d0ead25bef5153bad7,N000041
20,d272203fa22baba3afc42c77e4c1c664b0d1c91b,N000041
21,a06e4f52cd40af7a642663aa5cd9e793ccc04028,N000041
22,7678824e4e4e30079c3cb7048c7f71fa772ce39f,N000041
23,1c3308b4059e81eb4b774caf1f260aa01bf7d9a4,N000041
24,f49a9fa1444e2ea1781e9bd467f1a6bbb79bde84,N000041
25,35889d875195e41bbe881649d5888093f43d0bfb,N000041
26,4ae112474a8665f6d8ef81226d61706c5d23d66d,N000041
27,82fc4d37af5d80a2adf97e85db8bddf8c0c675e9,N000041
28,fd1ec7f8a375af406e5efb85dbd10a871fea81ab,N000041
29,2ed26b7739277aed22f6793a86b6be0e9ff1a437,N000041
30,142ac1e429db3e2f62e3f3d3a223388845ed6ac6,N000041
31,b3ccd588c98fc48680ef0fbfbcbe01dd86566a8a,N000041
0,b9920e360916bf6577f6683a012e6516ed7ad70f,N000049
1,af9d1327e27d5f91ef44d8ecbd1d1d173ca0415d,N000049
2,411e97c70cd1769137e17c4151bc0d134f32ee6c,N000049
3,04dfd01998136a4702c69e452c6159092edafa8c,N000049
4,848fe05b7944623c5024c53aa3672c642ad84762,N000049
5,57a48c4f28afa5d99da75349306e143cd89b5d27,N000049
6,c6aa72e18b8e7ce7620dab6d14bf0d9a9c422a66,N000049
7,8d1dc69ca379b661395cabbb6ef8cecfd825c884,N000049
8,ab6ed27791a51d8fd5cbb76e87864ee68e6efc69,N000049
9,3c97fde1ff2a23099d519df9fd5b114867ac21b6,N000049
10,31e56cc4ffa0342306b2702081b17caacaeabc04,N000049
11,ae362758f62afa53074ffd12d4e61375c770c1bb,N000049
12,4e78c089bd5dffe994767027aa9a250138fb8900,N000049
13,812cd31de9a96b160ba6b396ea55a0b3ee8b603c,N000049
14,9b2b61b925c5b0d170ef76bc42af51855f791c10,N000049
15,fd6bfc2ad697c60ac805e9be4cba70f4cdc8cc9a,N000049
16,f8385de3e28b8cd6b165db71f4593d9a55e0a6f3,N000049
17,ffbeca6dd2ac7487d2537c0ee8eb687ed5be9425,N000049
18,77678f738948a7f8d2dd8eb61af0b8200f1a2738,N000049
19,8b10b375018f607bc86bdceb74daee90dfe6af80,N000049
20,47c7c7a918f162f1511fbd914fa3563965240581,N000049
21,585846fc6042f9e95df4fe7b9bc6a24066c3b144,N000049
22,05ff3bb17da2050aef1bd4dadb994ef5bc010ec8,N000049
23,8f5fb89e949786e88b9c4d62d0e17472e80a54e6,N000049
24,580bb1ba775f39dd84fc7a1caf899d241f4943c6,N000049
25,904994bb50cc761181bbdb69fcef512ecbf2c164,N000049
26,34b9548cd7f161d12de73a31b541f34d71dc9950,N000049
27,030e2734485646cb0889ff29d8579bfe080d4a04,N000049
28,fbe5c56076d49b844642924e5885fe0a6ca892d5,N000049
29,3cde6f0691701691235325b3442fa8874619598c,N000049
30,0bc0234539606c3ca53b7f2caee3456b5e33e962,N000049
31,d69b7a8428e7569451c7f45455f2499c6e6cc18b,N000049
0,078ca549c6f99dde18ad889ba6a8c1fe9f07cb7c,N000057
1,85ffc87d872979d19bdde08c7b96178dd52b8f7c,N000057
2,95911b273e6795a88d3685d25b3bec02556f0ad9,N000057
3,56608da41848bedcedd4792d95cbc930d6ed95cb,N000057
4,1b80fa6b57d1d27ee1ec53ea0fa862f1dd83beb8,N000057
5,d5e65f01d46a220af1d42f5e4d39339d11bbdca2,N000057
6,a40bf6f7b4b75c0386403362b5a752047e30a1f8,N000057
7,85e40560b013437dd1693c792add7088d36d62a9,N000057
8,e645809ac541fd66a83a73b67b09cf86b510807b,N000057
9,12053fceb474a33880c012fcaa66b249dffd64da,N000057
10,941a135e5d8a66e5cd7c97ac72fe01fbe030787c,N000057
11,ef5ebf001705dc50e8957ccb38217005624b9068,N000057
12,73e6de98605557b0e5fb507d30aaffed15a751b6,N000057
13,f831fc34c7a3c0e8ec4d08a00d07251345e02156,N000057
14,1dcf2e5a035c4985b2e522456d439764036f80f2,N000057
15,d252443e1de01e6fd4399adbe4796cd63b22c1eb,N000057
16,850e68d7ba84910003c2327b8dfc813e529d6470,N000057
17,5d6d09a9699e7c9c1215eb76302acc0784fd95b6,N000057
18,b9685d08133698e39bc8d6df2ac61ed81bcf9d25,N000057
19,603e54b50c3eb626cbfdfc3224fafd2e7de121fd,N000057
20,3fac293bd4970a5d90e3ecb4b6e3b0a18ba8c9fa,N000057
21,36db18e658a5c8d3536c4a8fd9e78688f284b99a,N000057
22,e666b78920548ed4021521d81fbef14b669adaf1,N000057
23,588df8f99f356fdf486e758f7ebdc4a8aec61cd6,N000057
24,6faf0b1f8347aa83a37fa328930f4a3b01ae7dd9,N000057
25,694890306381f6086996169b0a975ebdfd7523dd,N000057
26,50fedf6583b47234c49446a98d7e3da14eb99357,N000057
27,548b85704f238617b52bd43b10e41beb97403ccd,N000057
28,2538a27ebd4537506d4ea9c67eceab8060d0bcfd,N000057
29,06f67a9b6f5df6bf04a42090eec44eb4880a34aa,N000057
30,389a94bbc69d3799e82f390da614dd548f69459c,N000057
31,2a72ead10c7e546a9259b372daed68cf9ddbb907,N000057
0,e1bc00603b26df2e418ec59e6904434e4653fa90,N000065
1,1d5adec8af8b490947294fdac1208df0826f4387,N000065
2,a4c24899c5121d17ef288f0e1918e6df07c29f92,N000065
3,915a0e427f20dd3c4443ad49c7704c15d7b3bafb,N000065
4,deb817e1bf9198777193953a6515de4b051f2398,N000065
5,dbf81b5146a526eb1ab29c5d27a780ec4b2db057,N000065
6,2b3145d94ce4307c41ceaada921d30997cc43725,N000065
7,18eb696b9f691ebe75f2c4a813e59829f21d0e04,N000065
8,e2d424fced01dfba077fab946f20a41edc61758c,N000065
9,cc9d9f127f55e3167e8080bfa15428913dd69c87,N000065
10,c190c8ec546e5e57e097bf63c4e24f6e17fdefe5,N000065
11,951023eab611c23c90b586566092379d600ba1a4,N000065
12,a324607404e15ef19821609bf3e16e8432f21349,N000065
13,b79ce4ca5443a093802bcea2edb0b2d7e04ff05e,N000065
14,5fbff58e68f9ac50a46e9425193a8a3701e97bfa,N000065
15,0452905ef273a30966279cbac72befb33c09b780,N000065
16,a527acc9ae4749a911adf313139e6df2952a54e4,N000065
17,cc615245d4add5a15cec46a6be2c5444b9101bd1,N000065
18,056e4d3ec2a0e6c6f5f3098cc12983cd3f818804,N000065
19,529d6b4d219f27144cd8386a0a5bc58fe2b696cf,N000065
20,4efd5f15a396c01f5b2927451f23fe7b94114da2,N000065
21,97702e01928ed083d47c50cdc6e6930d7ac8245f,N000065
22,9ef12b73c1a7c9dcf44c38567a723348c6fdfc9d,N000065
23,27b7ce56405ff298ae0b6fbfb634e6eeeb6af2a9,N000065
24,2065290508de76a70200abcc62ffc23185d5f088,N000065
25,c03b410e7525750981f213fecbeb9106ba00fe5e,N000065
26,0d4573829c325b1275fe41768bb4b632d2b48b7c,N000065
27,60b1881b588beec58b0ea5686d24b2921497f0fe,N000065
28,59ad08300331f4305ca9b3c5ce78b7bb43ae4f49,N000065
29,1c019a6d07ad47f6b40a99ea65d75e69a43aafa4,N000065
30,67b9735a93400a6e0ae251569ad2a8cca60e8d77,N000065
31,023d541396339a167af13b4b187c0c4f0c5f72c9,N000065
0,190d273c82a50bb5aa60d2666ad5c5bcbe64a211,N000073
1,411b4a3012e45521ef11bf0eb5b8bd6ebb20a626,N000073
2,a0e39bcb71b0413facc1cc1b34da31c43217866c,N000073
3,f8a98165c1cc0d381b6aa21654463af32ed224a2,N000073
4,441178b969cf31aa4d7a40e2b6536cb25ea02923,N000073
5,c8ce6123ad7e173edb36f7351616e0ecf7321aec,N000073
6,4a0b7c174f173aec367f695fc28301f006ea31b5,N000073
7,6096bdc39f9e744c1afe5266c1b3a1c39eb53366,N000073
8,6cc7a8dcd88d83a212d672c0621a61796e3ec142,N000073
9,89204eba6db17284b46e60c47d71ea169966db22,N000073
10,53f814fff7b297fa0cab6b2254624717ae164d65,N000073
11,a962e755f65047f327972f821699d370c3f4e2b2,N000073
12,914e6c6bf2eca5ff62fe441cbd4bfbd1b763d74e,N000073
13,0460824691c7b992d5155695d6708ac8d6752ef8,N000073
14,f2df07d18e32c291069d5dfda3cde0463b76ecc0,N000073
15,430a4586e86adaa4f48dbb7ffe7b0b890aa804bf,N000073
16,bb1cb71cddb81cac504cddfcefce281066528e3d,N000073
17,c371203c2582911ec77593f0fbebea53e5653d4e,N000073
18,43e623b5969a7d310ac474c53c81a6889a76186f,N000073
19,7788063aa06703d79169642a6f8341fe8b59407e,N000073
20,29ad0fe498fe5c0783a425c687db2fc9853f0653,N000073
21,e3caf3d36bf75ea8b78bc527efda94a439ace4ee,N000073
22,82e26fe88795f99e2615d0207f212e1f50c0cb90,N000073
23,8a025bf81cdf4dce36225fc96277340628800476,N000073
24,a98b5f8297adfafa0c83aa33e4ff0925adff3d64,N000073
25,41049c8c132f553a5fd8fd1716704e1125b2bcc1,N000073
26,e1c5b76748fdf97f6020d4bed4c7c29c3d857225,N000073
27,1052af2d5cb94d47ee85ab41994321f6be42b737,N000073
28,50878500fa63115cedc6881ec0ae071bc772fae0,N000073
29,bf7f1aba874fa44fb773e57391bdd061b6e04bf7,N000073
30,3c1cd10ac19a8e9abad55cc9ccda1ab567672024,N000073
31,2d17acede8cc9dd23c40fa72d23d6341e8bcba21,N000073
0,da9714e0e4f4baa3729062ca3d1e1dfee12e4d21,N000081
1,5acfc23858cc01867642ad8b472c17ccdfac36c7,N000081
2,750a36080da24d44c19dfb4aa318592d65fbe517,N000081
3,0c5f1c6a9efe800559a58ff71530c614461ea056,N000081
4,abbb3c0205f97ea113d3dc08eba9f62a1e3bcf0d,N000081
5,36dac59570d85670015c9eb0a94fc758540ebdd2,N000081
6,57fbe35e0fa1c26d2d9ef916631312be163986de,N000081
7,4266a435cae2c1e30878061ff7361d1546cdb72e,N000081
8,7b08fa3d273a63da995d133f25f918bf04452ec3,N000081
9,c54f7bb90afe3baeab803c64256a3e78b6cfe5d7,N000081
10,194746423cde39a7e31f4e9d492d4b16b70f3416,N000081
11,2ca731561ebbd6bde2c64e3915c460d03eb959b9,N000081
12,b2f1fbfc32c6c1a4ed42462c66176cb83ae8f2a1,N000081
13,3169d62e75efeaf012a86e6ce3f1a4b8987aa7ea,N000081
14,54953065de98ddf864674455e2540068e9bab7e4,N000081
15,851106ced8746f56d5b832374dcd7f084e537954,N000081
16,ee1c6eb7fee09355edf55ffbaf03aae6201e811c,N000081
17,bbef1f3fbddcb2240e748284a74fa54f5bf5532e,N000081
18,5298cafbf4999ce505595adb613a601e1c498d34,N000081
19,9d2352e730568ef0c4569c2893afc626aa0b6668,N000081
20,bc27205bb147a79f3a008397d388ca9339be970d,N000081
21,e6280e1aecec31917af094dae3fb912d93a4d730,N000081
22,b9270f6e6f03bf3e68cbe1bea0903ec82f7ca1a5,N000081
23,0dae9660f62dc4e43a4989157e0973fe0950fe4e,N000081
24,cc92a96132a81cbbcdd88ff5f51e5f595bee5983,N000081
25,12be299ce4a851cb229ad6058d8f954e2c4cce45,N000081
26,7a9bc9c36ab1550d94587441f3c61373e1845804,N000081
27,d913702c300dff4f8af748cf63089014771730de,N000081
28,cbd0977808cdc844aafd925fac44498afd56f369,N000081
29,da75656a3d085a1e70edafe31d3d65ae9a055086,N000081
30,e97390dc204abdd01b5ff0284ca7fd2fb02bd7fa,N000081
31,184c79d28bef2830f86e550ee553a566307d3b6b,N000081
0,44769eca0962ee105998ef968a2aba1a8c45e503,N000089
1,092d2e80a702b73c86ea5f7411b45a8198596f83,N000089
2,c794b88d874a6502de7ae38648b0df105cdba90e,N000089
3,4b4b9a5bb73c779e4ff1d42bf9d3fdf1cac38f32,N000089
4,d126cb10a26737aa9e4f6836475b1fa69f7f5973,N000089
5,7985a79fb250faea85649c7a45918550d18a6811,N000089
6,0303dfda2a6908edd2f8665b882cf06f9d5c5fa5,N000089
7,93528055aeb7ef37e96ee2f83a0d2a4b86a1ae37,N000089
8,23278d3f83c309dd8d0fee23f97f76c52465d602,N000089
9,1d30a70859cb5fc5b40a8ef6a11f96b99dbb85b1,N000089
10,44b7fec3cd221c5e57e3ec5ec4fc858e664b2aed,N000089
11,8d1aae76bb2b28a1116e1772b06caa2d907591a7,N000089
12,1e409984e53e749d5bbf8b302fd0d4bd4fa0f7c3,N000089
13,56d9358a1a4601a02948a406cc842236951b91be,N000089
14,ffefa0f77fa01f6b8987c6baa2d6dba5fe613e16,N000089
15,4a34e3e47d582aa6d43f8ded18aa680274384ee3,N000089
16,51b8375f745bdc8f56a235223f210b66d2e04ccc,N000089
17,ad9b8828f885a8df5a2af61884844b5a84c02b61,N000089
18,aa84bad323f09e395a803bcd2bd2c13b639fde22,N000089
19,c25d287c77252634d999c0afe4f9fe69b7f6a73f,N000089
20,af6b302843083c2ad18855ea89eb6248a8f2cbc6,N000089
21,18fc8ac46593779f8d7644fa6b80a2fbe995ce07,N000089
22,e0146a9b028a2e558df3530ad453ad7adb80dc0a,N000089
23,d1c405de930d520035e031f83d20593e8ebb1a55,N000089
24,7b1f49d84a7e7510cdbeb4911a9ef8902ff22630,N000089
25,6aa2d6548ed3390afe6d05be38ba044d94fb7060,N000089
26,9ebbfd52a0933e4109fa9abba7cd4027050e7647,N000089
27,13310abb6c232a53b3d3748f516efb125e2d75cb,N000089
28,5adabbae70410b9a04b3e21babef581175d5730c,N000089
29,c297da6eee89ad8f73c53b94a048c2511c748b52,N000089
30,9f5d4ae7c9ccf905967a36a25c73ac68576bdcb6,N000089
31,3a71ab9c7aad0f6a97ad9306853b93dfc020e508,N000089
0,7d3db956660e964e3c9200b9b71b7c736f625212,N000097
1,2a73365a4548a8d8eab6943289f1ab14381a63e8,N000097
2,3208eb8c9b42b7c8f12b8ca7201cac736a144a3a,N000097
3,2d3b30f024d102262cad5a529585f5c99132c452,N000097
4,6871d22f21d0c4830010f4d56873eaedf2a6cbfc,N000097
5,b0ab3999d9c4ca78eefe71f388b0859d9f5bf9cd,N000097
6,befa8278ddb57e8503d5e0284b61d0391e844c7b,N000097
7,c84e6d54a41def6b3be4a9ab3cba8185fee1260e,N000097
8,cb8e3a9a1f658195a31712a906c0185263425aed,N000097
9,8af041c6592ddc0890e0345af105d7128debc739,N000097
10,bfb702e043dad79e754fae72144d7e9b638153de,N000097
11,8ef1415c1dadc98ab86edf2bc708fdf220e4c72e,N000097
12,cbffa800bc8508068918b32574f639eefadc1095,N000097
13,73d4df02ff8e75920d45374c878119486cdfe671,N000097
14,451a253e03d907db74a39381c605a940f9d371df,N000097
15,a8b51514e55b5db63e28676d5a979b2c9c7614bd,N000097
16,8be4b56247591aad5284d9c8629e806419676119,N000097
17,74c4d8ec442701548a4a18e869530eac0ca5707c,N000097
18,d075cedcff62f163ed6cf120832a64e5c6c9d63a,N000097
19,be49d4cb6970590328956a5218501e42f44effd6,N000097
20,6b7951e6ded38d49b2872a9c528bc6ded186c2e0,N000097
21,ec6b8036144892a79ccb4b2e804c4177730ab22f,N000097
22,451fb43dd4acbb70bcc5b6fab3494b87ed3843cc,N000097
23,480807ba88528a3fd0510ee5a531e70c52954f0a,N000097
24,954aac720b9dc2b11861679701ebaec9cd8d2960,N000097
25,dcf7f60de64955c5f204f1f9cd7a0a713f957e1c,N000097
26,a7cf5929ef32058d0874f2e020ad55813a6411de,N000097
27,a01287250eb3d02f614bf50208995b473f63cb56,N000097
28,87d101a788421943e3007955d58646eaf3c6d5ca,N000097
29,aa588ce97de5644a08d00a2ad0beeb96c004b640,N000097
30,28f8edc1a8d94d9377e3b3d9bdd14f8c2564a980,N000097
31,8768f0a7a2d84d00da29ec91d46f8ec0b605396d,N000097
0,3cce78257445dbd8faf6fbffaee524b0f5cb94c9,N000105
1,b3d4729ba0b5e3716d7a28b3bd39f96881e04cb7,N000105
2,baa6344cf35fc00a9eb656090f709a33311bc8f8,N000105
3,a3ce0cc327aeeac9ad243418febd8777ff18d635,N000105
